trigram,chi-square
"('J-like', 'protein,23S', 'rRNA-intervening')",1895487.6342788204
"('binding', 'calcium', 'ion')",1888190.3812166397
"('Radical', 'SAM', 'domain')",1883189.333650108
"('wall', 'binding', 'repeat')",1880416.4220084376
"('2/3', 'transmembrane', 'domain')",1856171.2843155898
"('DNA-dependent', 'ATPase', 'activity')",1843409.3842717777
"('Transposase', 'IS116/IS110/IS902', 'family')",1842369.953761485
"('Psort', 'location', 'OuterMembrane')",1838135.0016770684
"('resulting', 'ammonia', 'molecule')",1836768.0332713716
"('internalization-related', 'competence', 'protein')",1835930.3821173562
"('COG1596', 'Periplasmic', 'protein')",1835366.9272214693
"('partitioning', 'protein', 'K03497')",1835366.9272214693
"('tRNA', 'synthetase', 'second')",1832341.278098162
"('U35', 'phage', 'prohead')",1826211.0090102311
"('Helicase', 'C-terminal', 'domain')",1818527.8679359043
"('FOG', 'Glucan-binding', 'domain')",1817529.1790598808
"('PFAM', 'Phage', 'late')",1817100.221929765
"('also', 'requires', 'integration')",1816197.2620435457
"('AsmA-like', 'C-terminal', 'region')",1812200.6313705298
"('Zinc', 'ribbon', 'domain')",1810455.9034523796
"('baseplate', 'J-like', 'protein')",1809201.8431103507
"(',double-strand', 'break', 'repair')",1807826.4381893852
"('DNA', 'gyrase', 'topo')",1799761.5778256229
"('XRE-family', 'like', 'proteins,4Fe-4S')",1794034.117384398
"('DNA', 'replication', 'proofreading')",1784629.5475190685
"(',calcium', 'ion', 'binding')",1782907.820593815
"('important', 'allosteric', 'enzyme')",1778964.0969241099
"('polymerase', 'activity,4Fe-4S', 'single')",1774637.2754603704
"('complex', 'PstSACB', 'involved')",1769602.2533312975
"('complex', 'ZnuABC', 'involved')",1769602.2533312975
"('Regulatory', 'protein', 'RecX')",1764776.4205721065
"('polysaccharide', 'metabolic', 'process')",1764544.1373602927
"('Two', 'component', 'regulator')",1754915.1934293867
"('thiamine', 'biosynthesis', 'pathway')",1752433.451727469
"('N-acetylmuramoyl-L-alanine', 'amidase', 'activity')",1749506.8934663862
"('PFAM', 'AMP-dependent', 'synthetase')",1743289.4338093984
"('HlyD', 'membrane-fusion', 'protein')",1738766.2707873844
"('forming', 'two', 'phosphate')",1735711.4968201187
"('Metal', 'cation', 'transporter')",1734411.880529004
"('transporter', 'peripheral', 'membrane')",1732575.5410436767
"('Phage', 'Conserved', 'Open')",1722491.406020554
"('Phage', 'conjugal', 'plasmid')",1722487.0351674177
"('surface', 'protein', 'transpeptidase')",1706474.0651941656
"('DNA', 'ligase', 'OB-like')",1706441.5358865059
"('COG', 'NOG34358', 'non')",1699818.703721894
"('COG', 'NOG31012', 'non')",1699818.703721894
"('COG', 'NOG28036', 'non')",1699818.703721894
"('COG', 'NOG27661', 'non')",1699818.703721894
"('COG', 'NOG27649', 'non')",1699818.703721894
"('COG', 'NOG26858', 'non')",1699818.703721894
"('COG', 'NOG18757', 'non')",1699818.703721894
"('COG', 'NOG16623', 'non')",1699818.703721894
"('Short', 'C-terminal', 'domain')",1699278.5580082978
"('carrier', 'protein', 'ThiS')",1693077.5907390916
"('PFAM', 'Uncharacterised', 'BCR')",1688496.3284463226
"('acid', 'tolerance', 'response')",1678075.2831907808
"('Methyltransferase', 'FkbM', 'domain')",1677692.4136789893
"('Acyltransferase', 'family,4Fe-4S', 'binding')",1670858.7912752049
"('Carbamoylphosphate', 'synthase', 'large')",1668974.9800338254
"('termination', 'release', 'factors')",1668504.0987064608
"('The', 'produced', 'molecules')",1661037.6859226231
"('PFAM', 'phosphoesterase', 'PA-phosphatase')",1659335.0216895447
"('ParB-like', 'nuclease', 'domain,3D')",1659067.6523467104
"('Negatively', 'regulates', 'transcription')",1659035.6293756175
"('two-step', 'reaction', 'alanine')",1652473.7736550772
"('ligase', 'OB-like', 'domain')",1652250.7833235003
"('Rad52/22', 'family', 'double-strand')",1641726.5815903484
"('inhibition', 'protein', 'dicB')",1638720.4360478432
"(',Phage', 'gp6-like', 'head-tail')",1633199.642090854
"('molybdopterin', 'guanine', 'dinucleotide')",1627245.894693495
"('repeat-associated', 'core', 'domain')",1625348.1578255338
"('Polysaccharide', 'biosynthesis', 'export')",1620481.8454021148
"('Listeria-Bacteroides', 'repeat', 'domain')",1610572.249162785
"('The', 'HisH', 'subunit')",1589518.7819618755
"('cellular', 'carbohydrate', 'metabolic')",1585764.6971262977
"('Sporulation', 'protein', 'YtfJ')",1582222.3761245357
"('neurotransmitter', 'symporter', 'family')",1581580.2737453526
"('ParB-like', 'nuclease', 'domain,2-hydroxyglutaryl-CoA')",1579434.7675767555
"('HK97', 'family,4Fe-4S', 'iron')",1577555.529762452
"('ParB-like', 'nuclease', ""domain,3'-to-5"")",1576529.7631068507
"('Periplasmic', 'binding', 'protein-like')",1565390.2979358395
"('peripheral', 'membrane', 'component')",1561899.3762819048
"('repair', 'system', 'catalyzes')",1554207.5072761257
"('Oligopeptide', 'transport', 'system')",1549246.8776408143
"('Putrescine', 'transport', 'system')",1549246.8776408143
"('catabolite', 'gene', 'activator')",1548932.5790744082
"('rna', 'small', 'subunit')",1548663.7483348697
"('deaminated', 'base', 'DNA')",1546903.75990917
"('NgoMIV', 'restriction', 'enzyme')",1536671.8377525255
"('Major', 'fimbrial', 'subunit')",1533222.2762657355
"('unknown', 'function', 'DUF262')",1531594.4935437553
"('Phage', 'head', 'morphogenesis')",1530760.003201728
"('A-type', 'ATP', 'synthase')",1530281.4552409996
"('shape', 'determining', 'protein')",1529472.8830898667
"(',Phage', 'tail-collar', 'fibre')",1528024.655063589
"('inactivated', 'derivatives', 'IS30')",1527992.3846061088
"('Hag', 'repeat', 'protein,4Fe-4S')",1527884.1429215937
"('small', 'subunit', 'CoxS')",1526406.1454123456
"('Baseplate', 'assembly', 'protein')",1518735.5829758693
"('tryptophan', 'synthase', 'beta')",1511272.7652533134
"('ATP-binding', 'subunit', 'modF')",1505346.2310033103
"('involves', 'Rho', 'binding')",1503772.7308328615
"('Single-stranded', 'DNA-binding', 'protein,6-O-methylguanine')",1500692.0008236056
"('bond', 'corrector', 'protein')",1496222.5191628034
"('cell', 'cycle', 'regulation')",1488337.0339500506
"('cell', 'wall', 'biogenesis')",1485610.2551296202
"('adenylate', 'cyclase', 'activity')",1476761.4625352558
"('mannose-1-phosphate', 'guanylyltransferase', 'activity')",1476645.452683199
"('integral', 'membrane', 'proteins')",1466990.7785326387
"('iron', 'dependent', 'repressor')",1464826.310690871
"('30S', 'rRNA', 'precursor')",1456943.5267751685
"('Polysaccharide', 'biosynthesis', 'C-terminal')",1451333.0764053476
"('anaerobic', 'DMSO', 'reductase')",1451242.2472166496
"('FtsK', 'SpoIIIE', 'family')",1451105.980874045
"('integration', 'host', 'factor')",1450712.497237172
"('new', 'cell', 'wall')",1450588.091458802
"('fatty', 'acyl', 'moiety')",1445740.1854408963
"('Transporter', 'major', 'facilitator')",1442453.8457544313
"('ATPase', 'family', 'associated')",1439564.1348516515
"('protein', '1.45', 'SWALL')",1433892.1487038254
"('DNA', 'repair', 'associated')",1431987.7772333233
"('HisG', 'enzymatic', 'activity')",1431898.6440023638
"('supervised', 'orthologous', 'group,4Fe-4S')",1414638.104362196
"('supervised', 'orthologous', ""group,5'-3"")",1414638.104362196
"('supervised', 'orthologous', 'group,3D')",1414638.104362196
"('NOG28927', 'non', 'supervised')",1410115.502887871
"('NOG25284', 'non', 'supervised')",1410115.502887871
"('NOG25370', 'non', 'supervised')",1410115.502887871
"('NOG25714', 'non', 'supervised')",1410115.502887871
"('NOG26086', 'non', 'supervised')",1410115.502887871
"('NOG26934', 'non', 'supervised')",1410115.502887871
"('NOG26960', 'non', 'supervised')",1410115.502887871
"('NOG27066', 'non', 'supervised')",1410115.502887871
"('NOG27381', 'non', 'supervised')",1410115.502887871
"('NOG28004', 'non', 'supervised')",1410115.502887871
"('NOG28168', 'non', 'supervised')",1410115.502887871
"('NOG24980', 'non', 'supervised')",1410115.502887871
"('NOG29071', 'non', 'supervised')",1410115.502887871
"('NOG29454', 'non', 'supervised')",1410115.502887871
"('NOG30522', 'non', 'supervised')",1410115.502887871
"('NOG31286', 'non', 'supervised')",1410115.502887871
"('NOG31453', 'non', 'supervised')",1410115.502887871
"('NOG31573', 'non', 'supervised')",1410115.502887871
"('NOG33922', 'non', 'supervised')",1410115.502887871
"('NOG33934', 'non', 'supervised')",1410115.502887871
"('NOG34047', 'non', 'supervised')",1410115.502887871
"('NOG37815', 'non', 'supervised')",1410115.502887871
"('NOG38867', 'non', 'supervised')",1410115.502887871
"('NOG25193', 'non', 'supervised')",1410115.502887871
"('NOG14444', 'non', 'supervised')",1410115.502887871
"('NOG23407', 'non', 'supervised')",1410115.502887871
"('NOG14456', 'non', 'supervised')",1410115.502887871
"('NOG04001', 'non', 'supervised')",1410115.502887871
"('NOG06100', 'non', 'supervised')",1410115.502887871
"('NOG06131', 'non', 'supervised')",1410115.502887871
"('NOG07892', 'non', 'supervised')",1410115.502887871
"('NOG09946', 'non', 'supervised')",1410115.502887871
"('NOG10998', 'non', 'supervised')",1410115.502887871
"('NOG11656', 'non', 'supervised')",1410115.502887871
"('NOG11942', 'non', 'supervised')",1410115.502887871
"('NOG13205', 'non', 'supervised')",1410115.502887871
"('NOG23385', 'non', 'supervised')",1410115.502887871
"('NOG13239', 'non', 'supervised')",1410115.502887871
"('NOG14473', 'non', 'supervised')",1410115.502887871
"('NOG15865', 'non', 'supervised')",1410115.502887871
"('NOG15996', 'non', 'supervised')",1410115.502887871
"('NOG17277', 'non', 'supervised')",1410115.502887871
"('NOG17973', 'non', 'supervised')",1410115.502887871
"('NOG19094', 'non', 'supervised')",1410115.502887871
"('NOG20192', 'non', 'supervised')",1410115.502887871
"('NOG22900', 'non', 'supervised')",1410115.502887871
"('NOG23094', 'non', 'supervised')",1410115.502887871
"('NOG23374', 'non', 'supervised')",1410115.502887871
"('NOG23382', 'non', 'supervised')",1410115.502887871
"(',Zinc', 'ribbon', 'domain')",1408627.9024244426
"('ABC', 'transporter', 'superfamily')",1408223.207859244
"('pilus', 'assembly', 'pathway')",1404467.1518277063
"('component', 'regulator', 'propeller')",1402770.441081903
"('Peptidase', 'family', 'S49')",1402722.987708685
"('maturation', 'rSAM', 'protein')",1390429.453303772
"('COG', 'NOG34759', 'non')",1388160.6873869402
"('RNA', 'RNA-DNA', 'hybrid')",1382456.9035322967
"('Carboxymuconolactone', 'decarboxylase', 'family')",1381789.8619477458
"('dehydrogenases', 'maturation', 'factor')",1380147.3259409987
"('different', 'periplasmic', 'proteins')",1376552.392417895
"('serine', 'protease', 'XkdF,3D')",1376117.9184609156
"('subunit', 'binding,4Fe-4S', 'single')",1363527.2195562506
"('autoproteolytic', 'cleavage', 'domain')",1360286.154401206
"('cell', 'wall', 'hydrolase')",1358051.3764868602
"('Histone-like', 'DNA-binding', 'protein')",1356264.267230034
"('small', 'nuclear', 'ribonucleoprotein')",1353531.245574576
"('preinitiation', 'complex', 'assembly')",1350930.9265918224
"('Aluminium', 'induced', 'protein')",1349534.899937329
"('nuclease', 'domain,4Fe-4S', 'iron')",1346221.9428404423
"('sigma', 'factor', 'sigma-E')",1339703.2085738138
"('Conjugation', 'system', 'ATPase')",1338623.828830094
"('elongation', 'factor', 'SelB')",1335633.5045596806
"('PFAM', 'TonB-dependent', 'Receptor')",1335055.6647274243
"('mismatch-specific', 'DNA', 'glycosylase')",1329635.418834749
"('Sliding', 'clamp', 'subunit')",1324704.6920038688
"('permease', 'DctM', 'subunit')",1324704.6920038688
"('wall', 'anchor', 'domain')",1314442.8404643051
"('AddB', 'nuclease', 'domain')",1312078.7553810875
"('DNA', 'methylase,4Fe-4S', 'iron')",1300294.4084067654
"('pyruvate', '2-ketoisovalerate', 'family')",1295429.1407573258
"('30S', 'pre-', 'initiation')",1287173.2260625318
"('COG', 'NOG23390', 'non')",1284997.791355304
"('COG', 'NOG38840', 'non')",1284997.791355304
"('COG', 'NOG33632', 'non')",1284997.791355304
"('COG', 'NOG32009', 'non')",1284997.791355304
"('COG', 'NOG31621', 'non')",1284997.791355304
"('COG', 'NOG30576', 'non')",1284997.791355304
"('COG', 'NOG28307', 'non')",1284997.791355304
"('COG', 'NOG27363', 'non')",1284997.791355304
"('COG', 'NOG23371', 'non')",1284997.791355304
"('COG', 'NOG23378', 'non')",1284997.791355304
"('COG', 'NOG19168', 'non')",1284997.791355304
"('COG', 'NOG19079', 'non')",1284997.791355304
"('COG', 'NOG16854', 'non')",1284997.791355304
"('COG', 'NOG14720', 'non')",1284997.791355304
"('COG', 'NOG09947', 'non')",1284997.791355304
"('COG', 'NOG06028', 'non')",1284997.791355304
"('YacP-like', 'NYN', 'domain')",1284750.809988491
"('D-Ala-D-Ala', 'carboxypeptidase', 'activity')",1277098.8032540514
"('resistance', 'protein', 'AbiGi')",1275126.0571642194
"('vancomycin', 'resistance', 'protein')",1275126.0571642194
"('Phage', 'tail', 'tape')",1272688.5566843834
"('Fibronectin', 'type', 'III')",1266699.9698652977
"('COG', 'COG3209', 'Rhs')",1263619.9033845747
"('phage', 'major', 'capsid')",1260554.6508871121
"('fatty', 'acids', 'biosynthesis')",1259270.1520561702
"('PFAM', 'Thiamine', 'pyrophosphate')",1250300.0092975097
"('bacterial', 'histone-like', 'protein')",1248528.637938263
"('transport', 'system', 'permease')",1242860.3512381436
"('exonuclease', 'acting', 'preferentially')",1239806.0468820294
"('various', 'redox', 'reactions')",1238542.1313476034
"('Psort', 'location', 'Extracellular')",1235506.6472889306
"('secretion', 'activating', 'protein')",1229989.420364946
"('23S', 'rRNA', 'precursor')",1229393.5221232106
"('COG', 'COG1783', 'Phage')",1226161.8855884366
"('competence', 'protein', 'ComEC')",1224150.1143415417
"('T4-like', 'capsid', 'assembly')",1222228.0139537975
"('Cell', 'wall', 'formation')",1215579.9406650926
"('TIGRFAM', 'polar', 'amino')",1214203.5367393736
"('The', 'V-type', 'beta')",1213316.9595076735
"('NAD-dependent', 'protein', 'deacetylases')",1207481.2751379856
"('COG0846', 'NAD-dependent', 'protein')",1207481.2751379856
"('PFAM', 'Bacterial', 'Ig-like')",1205309.2526911534
"('BIO14.03', 'Phage', 'related')",1204545.0726482566
"('molecular', 'weight', 'phosphatase')",1203957.5468068405
"('ECF', 'transporter', 'provides')",1201886.5427082565
"('The', 'N-terminal', 'half')",1201654.6029954425
"('Firmicute', 'plasmid', 'replication')",1200144.510936942
"('III', 'alpha', ""subunit,3'-5"")",1190061.4956462728
"('Lysine', 'exporter', 'protein')",1186347.75677808
"('ribosomal', 'subunit', 'biogenesis')",1186303.9810248562
"('XRE-family', 'like', 'proteins,3D')",1184478.4714837032
"('Phage', 'head', 'completion')",1182645.854109274
"('Phosphate', 'starvation-inducible', 'protein')",1179902.2685694676
"('DNA', 'metabolic', 'process')",1179441.5661273277
"('abortive', 'phage', 'resistance')",1173287.6925706314
"('alkylation', 'repair', 'enzyme')",1170346.5266983788
"('undergoes', 'structural', 'changes')",1160825.650181827
"('score', '8.87,23S', 'rRNA-intervening')",1151240.8741275254
"('score', '9.99,23S', 'rRNA-intervening')",1151240.8741275254
"('exporter', 'protein', 'LysE')",1147105.186326865
"('multi-drug', 'export', 'protein')",1147105.186326865
"('lambda', 'gpK,36-mer', 'N-terminal')",1140038.2071822514
"('ATPase', 'component', 'photorepair')",1137738.929188932
"('phage', 'major', 'tail')",1136248.9159662386
"('Pyridoxal', 'phosphate', 'phosphatase')",1130843.5503577448
"(""3'-OH"", 'DNA', 'strand')",1129051.6835602713
"('The', 'membrane-spanning', 'regulatory')",1124395.51646473
"('COG1783', 'Phage', 'terminase')",1123074.1848198115
"('rhamnose', 'isomerase', 'family')",1120370.6318758673
"('Tyrosine', 'phosphatase', 'family')",1118262.735281389
"('Putative', 'glycoside', 'hydrolase')",1116486.285936776
"('enzyme', 'maturation', 'permease')",1113951.1498204728
"('specific', 'IIB', 'subunit')",1108845.7022768157
"('ABC-type', 'transport', 'systems')",1106682.2645836642
"('Glycine', 'rich', 'protein')",1104159.0810983728
"('conserved', 'C-terminal', 'domain')",1099447.1663576404
"('membrane-associated', 'putative', 'hydrolase')",1099116.2756210119
"('COG', 'COG2963', 'Transposase')",1098998.9723871632
"('COG', 'COG3328', 'Transposase')",1098998.9723871632
"('rich', 'repeat', 'protein')",1098635.9608544342
"('XRE-family', 'like', 'proteins,23S')",1098133.7085260274
"('XRE-family', 'like', ""proteins,3'-to-5"")",1098133.7085260274
"('Psort', 'location', 'Cellwall')",1098057.8431197347
"('transmembrane', 'transporter', 'activity')",1097528.2187338993
"('Hag', 'repeat', 'protein')",1095658.522347548
"('Colicin', 'immunity', 'protein')",1092582.4747590881
"('Peptidase', 'U35', 'phage')",1092526.9076888135
"('TniB', 'protein,3D', 'domain')",1091519.3377198342
"('minor', 'tail', 'protein')",1091189.7863863744
"('queuosine', 'salvage,3D', 'domain')",1090501.004565549
"('The', 'Asp', 'acts')",1087028.5953516632
"('supervised', 'orthologous', ""group,3'-5"")",1085955.6998753948
"('stabilization', 'protein', 'gp10')",1084216.2582508405
"('prophage', 'protein', 'Bartonella')",1080319.6493233333
"('PFAM', 'Cobalt', 'transport')",1077409.3835717516
"('thiamine-phosphate', 'synthase', 'enzyme')",1077137.7443530688
"('Histidine', 'Phosphotransfer', 'domain')",1077036.4780225335
"('helix-turn-helix', 'protein,4Fe-4S', 'iron')",1075394.6489173367
"('Phage', 'head-tail', 'adaptor')",1075300.8519457108
"('GDP-mannose', 'dehydrogenase', 'family')",1069498.759593413
"('integrase', 'family,23S', 'rRNA-intervening')",1066652.5477247217
"('Terminase', 'RNaseH-like', 'domain,23S')",1064504.6955445188
"('several', 'secreted', 'proteins')",1061730.6816053966
"('Cysteine-rich', 'secretory', 'protein')",1060217.5424350654
"('outer', 'membrane', 'lipoprotein')",1059842.3545216694
"('glutamate', 'synthase', 'beta')",1046493.5023372343
"('germination', 'protein', 'YpeB')",1042848.1409972275
"('peptidase', 'S26', 'family')",1041840.3183618131
