quadgram,chi-square
"('NOG26960', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG27066', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG27381', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG28004', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG33934', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG28927', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG29071', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG29454', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG30522', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG31286', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG31453', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG31573', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG33922', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG34047', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG37815', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG38867', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG24980', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG25370', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG23385', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG14444', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG04001', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG06100', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG23382', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG07892', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG09946', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG10998', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG11656', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG11942', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG13205', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG13239', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG06131', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG14456', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG14473', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG15865', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG15996', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG17277', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG17973', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG19094', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG20192', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG22900', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG23094', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('NOG23374', 'non', 'supervised', 'orthologous')",1143297385.3860083
"('system', 'permease', 'DctM', 'subunit')",1130829325.2151713
"('capsid', 'protein', '2,37-kD', 'nucleoid-associated')",1127505856.034808
"('Threonylcarbamoyl', 'adenosine', 'biosynthesis', 'protein')",1126460316.3474245
"('COG', 'NOG34759', 'non', 'supervised')",1125795987.586187
"('ABC-type', 'amino', 'acid', 'transport')",1117169031.7409146
"('Cro/C1-type', 'HTH', 'DNA-binding', 'domain,4Fe-4S')",1116045436.3395596
"('ribonucleoside-triphosphate', 'reductase', 'activating', 'protein')",1103928807.7581363
"('Virulence', 'protein', 'RhuM', 'family')",1102806596.8624647
"('Cna', 'protein', 'B-type', 'domain')",1098901441.6040416
"('protein', 'CobT', 'VWA', 'domain')",1098901400.321597
"('purine', 'biosynthesis', 'protein', 'PurH')",1090887903.1252162
"('protein', 'disulfide', 'oxidoreductase', 'activity')",1088170921.597824
"('portal', 'protein,4Fe-4S', 'iron', 'sulfur')",1077566214.3658845
"('helicase', 'superfamily', 'c-terminal', 'domain')",1073917357.8822958
"('Bacterial', 'TniB', 'protein,3D', 'domain')",1067835885.7451297
"('large', 'folded', 'proteins', 'containing')",1059687433.475421
"('small', 'multi-drug', 'export', 'protein')",1057749317.6624166
"('COG0338', 'Site-specific', 'DNA', 'methylase')",1054812174.8117801
"('Phosphate', 'transport', 'system', 'permease')",1046130655.7824196
"('contain', 'C-terminal', 'PDZ', 'domain')",1042969955.7871808
"('COG', 'NOG06028', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG27363', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG38840', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG33632', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG32009', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG31621', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG30576', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG09947', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG28307', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG23390', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG23378', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG23371', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG19168', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG19079', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG16854', 'non', 'supervised')",1042155086.922043
"('COG', 'NOG14720', 'non', 'supervised')",1042155086.922043
"('bacterial-type', 'RNA', 'polymerase', 'transcriptional')",1039094771.006321
"('Phage', 'tail-collar', 'fibre', 'protein')",1035587800.758989
"('COG1596', 'Periplasmic', 'protein', 'involved')",1024903818.0597746
"('DNA', 'primase', 'activity,4', 'iron')",1017306132.2611129
"('Glycosyl', 'transferase', 'WecB/TagA/CpsF', 'family')",1011005512.9001462
"(',Phage-related', 'minor', 'tail', 'protein,3D')",1004544396.946801
"('ParA', 'nucleotide', 'binding', 'domain')",999154045.9067515
"('Outer', 'membrane', 'protein', 'SusF_SusE')",991413971.1023595
"('PTS', 'system', 'mannose/fructose/sorbose', 'family')",982966209.3518655
"('Rossmann', 'fold', 'nucleotide-binding', 'protein')",980340546.6967409
"('system', 'ATPase', 'component', 'photorepair')",971110429.0857837
"('terminase', 'large', 'subunit,4Fe-4S', 'single')",962747639.7941358
"('Renal', 'dipeptidase', 'family', 'protein')",939891687.3174006
"('PFAM', 'ABC', 'transporter', 'related')",937279077.1184667
"('HHE', 'cation', 'binding', 'domain')",936380945.362612
"('carbohydrate', 'kinase', 'PfkB', 'family')",933458508.6495801
"('bile', 'acid', 'symporter', 'family')",932168565.7044383
"('Putative', 'abortive', 'phage', 'resistance')",918886973.3926088
"('Protein', 'containing', 'tetrapyrrole', 'methyltransferase')",907073749.2869364
"('Lambda', 'phage', 'tail', 'tape-measure')",894306349.5593828
"('process', 'Holliday', 'junction', 'intermediates')",892084152.3788933
"('transporter,23S', 'rRNA-intervening', 'sequence', 'protein')",891490529.6995053
"('superfamily,23S', 'rRNA-intervening', 'sequence', 'protein')",891490529.6995053
"('subunit,23S', 'rRNA-intervening', 'sequence', 'protein')",891490529.6995053
"('activity,23S', 'rRNA-intervening', 'sequence', 'protein')",891490529.6995053
"('homologues.,23S', 'rRNA-intervening', 'sequence', 'protein')",891490529.6995053
"('antirepressor,23S', 'rRNA-intervening', 'sequence', 'protein')",891490529.6995053
"('methylase,23S', 'rRNA-intervening', 'sequence', 'protein')",891490529.6995053
"('RecBCD,23S', 'rRNA-intervening', 'sequence', 'protein')",891490529.6995053
"('Hydrolase,23S', 'rRNA-intervening', 'sequence', 'protein')",891490529.6995053
"('FI,23S', 'rRNA-intervening', 'sequence', 'protein')",891490529.6995053
"('Endonuclease,23S', 'rRNA-intervening', 'sequence', 'protein')",891490529.6995053
"('COMEC,23S', 'rRNA-intervening', 'sequence', 'protein')",891490529.6995053
"('9.99,23S', 'rRNA-intervening', 'sequence', 'protein')",891490529.6995053
"('8.87,23S', 'rRNA-intervening', 'sequence', 'protein')",891490529.6995053
"('protein', 'FI,23S', 'rRNA-intervening', 'sequence')",888312320.3410078
"('protein', 'COMEC,23S', 'rRNA-intervening', 'sequence')",888312320.3410078
"('UvrD-like', 'helicase', 'C-terminal', 'domain')",885489170.6792549
"('activity', 'releases', 'various', 'damaged')",884374725.6112453
"('integral', 'membrane', 'protein', 'TIGR01906')",877891799.6554785
"('non', 'supervised', 'orthologous', ""group,3'-5"")",877659750.9764557
"('General', 'secretion', 'pathway', 'protein')",877388296.8827416
"('Major', 'capsid', 'protein', 'Gp23')",876977339.3003502
"('looped-hinge', 'helix', 'DNA', 'binding')",874008144.9221979
"('Membrane', 'carboxypeptidase', 'penicillin-binding', 'protein')",871399287.3664691
"('Bacterial', 'dnaA', 'protein', 'helix-turn-helix')",868923358.1454777
"('Phage-related', 'minor', 'tail', 'protein')",863017441.7773081
"('chromosome', 'partitioning', 'protein', 'K03497')",848783982.8685772
"('phosphate', 'biosynthetic', 'protein', 'PdxA')",848467530.0886835
"('Helix-turn-helix', 'XRE-family', 'like', 'proteins,4Fe-4S')",841779517.3184783
"('PFAM', 'Thiamine', 'pyrophosphate', 'enzyme')",841177537.4991227
"('sequence-specific', 'DNA', 'binding', 'transcription')",834619185.8633162
"('Phage', 'XkdN-like', 'tail', 'assembly')",825789983.9449432
"('cell', 'division', 'protein', 'FtsZ')",811994385.5172912
"('DNA', 'stabilization', 'protein', 'gp4')",797754197.4774457
"('Cell', 'envelope-like', 'function', 'transcriptional')",795992207.0995694
"('isopeptide', 'linkage', 'domain', 'protein')",769241070.294515
"('membrane', 'cobalamin', 'receptor', 'protein')",767661103.1742511
"('biosynthesis', 'family', '2,4Fe-4S', 'single')",767437771.313197
"('ribonucleoside-triphosphate', 'reductase', 'activating', 'protein,4Fe-4S')",764115930.6952093
"('Mu-like', 'prophage', 'protein', 'gp29,4-amino-4-deoxy-L-arabinose')",763142409.3401835
"('Mu-like', 'prophage', 'protein', 'gpG')",763142409.3401835
"('Mu-like', 'prophage', 'protein', 'Com')",763142409.3401835
"('Mu-like', 'prophage', 'protein', 'gp16')",763142409.3401835
"('COG4383', 'Mu-like', 'prophage', 'protein')",763142409.3401835
"('The', 'HisF', 'subunit', 'catalyzes')",761999566.7691884
"('Helicase', 'conserved', 'C-terminal', ""domain,3'-5"")",739628029.2655389
"('component', 'phosphorylation', 'site,3D', 'domain')",719258270.6497266
"('ATPase', 'histidine', 'kinase', 'DNA')",713091785.3118988
"('phage', 'abortive', 'infection', 'protein')",709674267.6926742
"('COG', 'COG0338', 'Site-specific', 'DNA')",707197439.613487
"('COG', 'NOG26934', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG28004', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG27381', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG27066', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG26960', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG25370', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG26086', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG25714', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG28927', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG25284', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG28168', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG31286', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG29071', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG29454', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG30522', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG24980', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG31453', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG31573', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG33922', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG33934', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG34047', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG37815', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG38867', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG25193', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG09946', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG23407', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG14456', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG04001', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG06100', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG06131', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG07892', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG10998', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG11656', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG11942', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG13205', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG13239', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG23385', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG14444', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG14473', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG15865', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG15996', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG17277', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG17973', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG19094', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG22900', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG23094', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG23374', 'non', 'supervised')",705827875.6165094
"('COG', 'NOG23382', 'non', 'supervised')",705827875.6165094
"('triple', 'helix', 'repeat', 'protein')",693738902.3628906
"('chromatin', 'subfamily', 'A-like', 'protein')",693592294.402347
"('Bacterial', 'Ig-like', 'domain', ""2,5'-3"")",692193525.2933123
"('cytosine-specific', 'DNA', 'methylase,23S', 'rRNA-intervening')",688311594.6469953
"('MATE', 'efflux', 'family', 'protein')",670311296.8117193
"('RNA', 'M5U', 'methyltransferase', 'family')",668472787.8365554
"('protein', 'LacI', 'transcriptional', 'regulator')",666063072.6783503
"('tail', 'protein,23S', 'rRNA-intervening', 'sequence')",665335306.8248974
"('Activates', 'ribosomal', 'RNA', 'transcription')",662600822.2998426
"('binds', 'specifically', 'double-stranded', 'DNA')",659863450.8932805
"('nitrogen-fixing', 'NifU', 'domain', 'protein')",659350868.9681203
"('DNA', 'circularisation', 'protein', 'N-terminus')",656896535.8569808
"('amino', 'acid', 'transport', 'system')",655588264.7472066
"('PFAM', 'cell', 'wall', 'hydrolase')",648376223.3068826
"('DNA', 'binding', 'transcription', 'factor')",646819933.7288306
"('Molydopterin', 'dinucleotide', 'binding', 'domain')",642090416.6125399
"('prophage', 'protein', 'gp29,4-amino-4-deoxy-L-arabinose', 'transferase')",640094745.3271463
"('acetyl-CoA', 'synthase', 'delta', 'subunit')",637292488.6024288
"('glutamine-', 'binding', 'beta', 'subunit')",636650953.0312978
"('Phosphoadenosine', 'phosphosulfate', 'reductase', 'family,3D')",634648514.7999691
"('associated', 'protein', 'Cas6,4Fe-4S', 'single')",634264609.9591559
"('prophage', 'major', 'head', 'subunit')",628002719.1995702
"('sheath', 'protein', 'FI,23S', 'rRNA-intervening')",624845488.3286989
"('PFAM', 'Tellurite', 'resistance', 'protein')",624326984.8913788
"('COG', 'COG0846', 'NAD-dependent', 'protein')",621250849.0428414
"('tail', 'sheath', 'C-terminal', 'domain')",617065301.5211256
"('oxidoreductase', 'NADH', 'oxidase', 'family')",616730796.8706744
"('Phage', 'tail', 'sheath', 'C-terminal')",610250555.4451654
"('Chromatin', 'associated', 'protein', 'KTI12,5')",607694779.3402866
"('III', 'restriction', 'protein', 'res')",607676122.9053124
"('phage', 'RecT', 'family,4Fe-4S', 'single')",604555616.9672844
"('pilus', 'assembly', 'protein', 'PilM')",593183793.975486
"('pilus', 'assembly', 'protein', 'RcpC/CpaB')",593183793.975486
"('Cell', 'division', 'protein', 'FtsJ')",592515832.9494357
"('Cell', 'division', 'protein', 'FtsQ')",592515832.9494357
"('Cell', 'division', 'septal', 'protein')",592442121.7755033
"('protection', 'ABC', 'transporter', 'permease')",592031983.2831179
"('tail', 'tube', 'protein', 'FII')",590205304.9369904
"('PFAM', 'MazG', 'nucleotide', 'pyrophosphohydrolase')",589173935.9425396
"('Prophage', 'CP4-57', 'regulatory', 'protein')",583975113.7258278
"('Guanylate', 'cyclase', 'catalytic', 'domain')",573031583.5071968
"('catalyzes', 'glycan', 'chain', 'elongation')",569040184.0380778
"('COG', 'COG4626', 'Phage', 'terminase-like')",568373241.2004175
"('Sigma-70', 'region', '2,8-oxoguanine', 'DNA')",564176837.6479269
"('NOP2', 'sun', 'family', 'protein')",561736384.0839989
"('synthase', 'homocitrate', 'synthase', 'family')",560074091.0730766
"('TIGRFAM', 'phage', 'plasmid-related', 'protein')",559483047.646329
"('COG1783', 'Phage', 'terminase', 'large')",559237493.2543675
"('Primosomal', 'protein', 'DnaI', 'N-terminus')",558812224.6890855
"('Helix-turn-helix', 'XRE-family', 'like', 'proteins,3D')",555703039.3585924
"('Hypothetical', 'bacterial', 'integral', 'membrane')",554930499.7449564
"('tail', 'protein,4Fe-4S', 'iron', 'sulfur')",547850376.9767616
"('Putative', 'Competence', 'protein', 'ComGF')",547255752.5058243
"('COG', 'COG1783', 'Phage', 'terminase')",546152252.2262448
"('COG0629', 'Single-stranded', 'DNA-binding', 'protein')",543644134.9154073
"('break', 'repair', 'via', 'homologous')",536121560.29831356
"('Phage', 'tail', 'assembly', 'chaperone')",535638589.6759902
"('threonine', 'kinase', 'protein', 'tyrosine')",525142000.9509367
"('Phage', 'minor', 'structural', 'protein')",523316399.5743128
"('KAP', 'family', 'P-loop', 'domain')",522956446.03613025
"('YgiT-type', 'zinc', 'finger', 'domain')",519831206.85531306
"('Helix-turn-helix', 'XRE-family', 'like', ""proteins,3'-to-5"")",515179370.74108183
"('Helix-turn-helix', 'XRE-family', 'like', 'proteins,23S')",515179370.74108183
"('SOS', 'response-associated', 'peptidase', 'family')",511974774.3299831
"('Bacteriophage', 'T4-like', 'capsid', 'assembly')",509076568.712367
"('PFAM', 'Radical', 'SAM', 'domain')",508015455.2336898
"('Regulatory', 'phage', 'protein', 'cox,3')",507573689.8547747
"('Thiamine', 'biosynthesis', 'protein', 'ThiF')",506907730.8907376
"('PFAM', 'Eukaryotic', 'DNA', 'topoisomerase')",506788470.5545281
"('sigma', 'factor', 'antagonist', 'activity')",504353416.66346407
"('COG3209', 'Rhs', 'family', 'protein')",499444445.4386617
"('specialized', 'sigma', 'subunit', 'sigma24')",496942627.38386226
"('DNA-binding', 'helix-turn-helix', 'protein,4Fe-4S', 'iron')",494383630.56101596
