trigram,freq
"('Mur', 'ligase', 'middle')",2
"('adenosine', 'biosynthesis', 'protein')",2
"('cytokinin', 'biosynthetic', 'process')",2
"('DNA', 'RNA', 'endonuclease')",2
"('NOG23390', 'non', 'supervised')",2
"('thus', 'probably', 'required')",2
"('SpoT', 'domain', 'protein')",2
"('common', 'energy-coupling', 'factor')",2
"('regulatory', 'protein-like', 'family')",2
"('Threonylcarbamoyl', 'adenosine', 'biosynthesis')",2
"('pyridinium-3,5-bisthiocarboxylic', 'acid', 'mononucleotide')",2
"('catabolism', 'regulatory', 'protein-like')",2
"('Purine', 'catabolism', 'regulatory')",2
"('LDH2', 'MDH2', 'oxidoreductase')",2
"('COG5377', 'Phage-related', 'protein')",2
"('collar', 'domain', ""protein,5'-3"")",2
"('molybdopterin', 'binding', 'domain')",2
"('HIGH', 'Nucleotidyl', 'Transferase')",2
"('cell', 'division', 'ATP-binding')",2
"('COG', 'COG0346', 'Lactoylglutathione')",2
"('nickel-pincer', 'cofactor-', 'dependent')",2
"('Pyruvate', 'ferredoxin/flavodoxin', 'oxidoreductase')",2
"('every', 'two', 'electrons')",2
"('immediate', 'electron', 'acceptor')",2
"('The', 'immediate', 'electron')",2
"('NDH-1', 'shuttles', 'electrons')",2
"('Sporulation', 'protein', 'YtfJ')",2
"('transporter', 'complex', 'PstSACB')",2
"('Two', 'component', 'regulator')",2
"('non-canonical', 'purine', 'nucleotides')",2
"('component', 'regulator', 'propeller')",2
"('TPP', 'enzyme', 'family')",2
"('Carboxymuconolactone', 'decarboxylase', 'family')",2
"('thiolester', 'hydrolase', 'activity')",2
"('score,23S', 'rRNA-intervening', 'sequence')",2
"('deoxyuridine', '5-triphosphate', 'nucleotidohydrolase')",2
"('prophage', 'CPS53', 'excision')",2
"('queuosine', 'metabolic', 'process')",2
"('cofactor-', 'dependent', 'enzymes')",2
"('DNA', 'endonuclease', ""family,5'-3"")",2
"('family', 'regulatory', 'protein')",2
"('defective', 'prophage', 'CPS53')",2
"('dehydrogenase', 'GroES-like', 'domain')",2
"('DNA', 'primase', 'TraC')",2
"('Alcohol', 'dehydrogenase', 'GroES-like')",2
"('zinc', 'ion', 'binding,3-carboxy-cis')",1
"('Bacteriophage', 'P21', 'holin')",1
"('factor', 'enzyme', '1,3D')",1
"('acetyl-CoA', 'synthase', 'delta')",1
"('drug', 'metabolite', 'transporter')",1
"('enzyme', '1,3D', 'domain')",1
"('phage', 'tail', 'assembly')",1
"('PRC-barrel', 'domain', 'protein')",1
"('Sugar', 'efflux', 'transporter')",1
"('Flagellar', 'protein', 'FliS')",1
"('PapD', 'N-terminal', 'domain')",1
"('Spo0A', 'domain', 'protein')",1
"('dehydrogenase', 'acetyl-CoA', 'synthase')",1
"('Rhamnan', 'synthesis', 'protein')",1
"('regulatory', 'protein', 'YedW')",1
"('factor', 'Spo0A', 'domain')",1
"('dependent', 'PGAM', 'subfamily')",1
"('phosphoglycerate', 'mutase', 'family')",1
"('stress', 'protein', 'family')",1
"('Universal', 'stress', 'protein')",1
"('Phosphocarrier', 'protein', 'hpr')",1
"(',Helix-turn-helix', 'XRE-family', 'like')",1
"('Leucine', 'Rich', 'Repeat')",1
"('Phage', 'Gp30.7', 'protein')",1
"('Rich', 'Repeat', 'protein')",1
"('plate', 'wedge', 'protein')",1
"('Base', 'plate', 'wedge')",1
"('Bacteriophage', 'FRD3', 'protein')",1
"('family', 'M12B', 'Reprolysin-like')",1
"('Metallo-peptidase', 'family', 'M12B')",1
"('X,4Fe-4S', 'single', 'cluster')",1
"('Protein', 'X,4Fe-4S', 'single')",1
"('Alkyl', 'hydroperoxide', 'reductase')",1
"('COG3634', 'Alkyl', 'hydroperoxide')",1
"('disulfide', 'oxidoreductase', 'activity,4Fe-4S')",1
"('oxidoreductase', 'activity,4Fe-4S', 'iron')",1
"('BPG-', 'dependent', 'PGAM')",1
"('DNA-binding', 'domain', 'protein,4')",1
"(',6-pyruvoyl', 'tetrahydropterin', 'synthase')",1
"('peptidoglycan', 'bound', 'protein')",1
"('inner', 'membrane', 'subunit')",1
"('amino', 'acid', 'ABC')",1
"('score,37-kD', 'nucleoid-associated', 'bacterial')",1
"('TIGRFAM', 'polar', 'amino')",1
"('secretory', 'pathway', 'component')",1
"('Hydrolase,23S', 'rRNA-intervening', 'sequence')",1
"('Wall', 'Hydrolase,23S', 'rRNA-intervening')",1
"('Cell', 'Wall', 'Hydrolase,23S')",1
"('pathway', 'component', 'ExeA')",1
"('alcohol', ""dehydrogenase,5'-deoxynucleotidase"", 'activity')",1
"('permease', 'protein', 'PotH')",1
"('Zinc', 'dependent', 'phospholipase')",1
"('several', 'D-cysteine', 'derivatives')",1
"('secretory', 'pathway', 'pseudopilin')",1
"('GGPP', 'synthase', 'family')",1
"('Putrescine', 'transport', 'system')",1
"('domain', 'protein,4', 'iron')",1
"('FecCD', 'transport', 'family')",1
"('surface', 'antigen', 'proteins')",1
"('latent', 'virus', 'replication')",1
"('cell', 'wall', 'formation')",1
"('synthase', 'delta', 'subunit')",1
"('ParB-like', 'nuclease', 'domain,4Fe-4S')",1
"('Initiation', 'Inhibitor', 'YjgF')",1
"('Translation', 'Initiation', 'Inhibitor')",1
"('Phosphate-binding', 'protein', 'PstS')",1
"('Bacillus/Clostridium', 'GerA', 'spore')",1
"('PFAM', 'Aminotransferase', 'class-III')",1
"('various', 'penultimate', 'amino')",1
"('penultimate', 'amino', 'acid')",1
"('yield', '2-succinyl-5-enolpyruvyl-6-hydroxy-3-', 'cyclohexene-1-carboxylate')",1
"('semialdehyde-thiamine', 'pyrophosphate', 'anion')",1
"('succinic', 'semialdehyde-thiamine', 'pyrophosphate')",1
"('resulting', 'succinic', 'semialdehyde-thiamine')",1
"('thiamine', 'diphosphate-dependent', 'decarboxylation')",1
"('UniRef', 'RepID', 'Y329_HAEIN')",1
"('Gammaproteobacteria', 'UniRef', 'RepID')",1
"('amino', 'acid', 'residues')",1
"('acid', 'residues', 'except')",1
"('residues', 'except', 'L-proline')",1
"('family', 'protein', 'HI_0329')",1
"('Peptidase', 'M15,4Fe-4S', 'single')",1
"('M15,4Fe-4S', 'single', 'cluster')",1
"('capsid', 'protein', 'E,4Fe-4S')",1
"('KamA', 'family', 'protein')",1
"('NOG10998', 'non', 'supervised')",1
"('COG', 'NOG10998', 'non')",1
"('citrate', 'synthase,3D', 'domain')",1
"('protein', 'E,4Fe-4S', 'iron')",1
"('E,4Fe-4S', 'iron', 'sulfur')",1
"('one-electron', 'transfer', 'pathway')",1
"('GerA', 'spore', 'germination')",1
"('Inhibitor', 'YjgF', 'Family')",1
"('CRISPR-associated', 'protein', 'cas4')",1
"('glycyl-tRNA', 'synthetase', 'alpha')",1
"('modulating', 'family', 'protein')",1
"('Helix-turn-helix', ""domain,2'-deoxycytidine"", ""5'-triphosphate"")",1
"(""domain,2'-deoxycytidine"", ""5'-triphosphate"", 'deaminase')",1
"('dominant', 'negative', 'ftsH')",1
"('tail', 'family', 'protein')",1
"('minor', 'tail', 'family')",1
"('Anticodon', 'binding', 'domain')",1
"('COG1131', 'ABC-type', 'multidrug')",1
"('COG', 'COG0025', 'NhaP-type')",1
"('division', 'protein', 'FtsJ')",1
"('ErfK', 'ybiS', 'ycfS')",1
"('repair', 'protein', 'MmcB-like')",1
"('TDG', 'mug', 'family')",1
"("",3'-phosphoadenosine"", ""5'-phosphosulfate"", 'sulfotransferase')",1
"('ybiS', 'ycfS', 'ynhG')",1
"('acid', 'tolerance', 'response')",1
"('expression', 'modulating', 'family')",1
"('integral', 'membrane', 'domain')",1
"('This', 'mechanism', 'prevents')",1
"('inhibiting', 'FtsZ', 'polymerization')",1
"('thus', 'inhibiting', 'FtsZ')",1
"('causes', 'rapid', 'cessation')",1
"('SulA', 'causes', 'rapid')",1
"('ycfS', 'ynhG', 'family')",1
"('ynhG', 'family', 'protein')",1
"('pyocin', 'immunity', 'protein')",1
"('Colicin', 'immunity', 'protein')",1
"('dimethylallyl', 'group', 'onto')",1
"('oxalate-dependent', 'acid', 'tolerance')",1
"('nuclease', 'domain,4Fe-4S', 'iron')",1
"('DNA', 'glycosylase', 'superfamily')",1
"('Threonine', 'alanine', 'tRNA')",1
"('COG3093', 'Plasmid', 'maintenance')",1
"('Putative', 'transcription', 'regulator')",1
"('Polysaccharide', 'Biosynthesis', 'Protein')",1
"('systems', 'permease', 'components')",1
"('transport', 'systems', 'permease')",1
"('sugar', 'transport', 'systems')",1
"('hybrids,3-deoxy-D-manno-octulosonate', '8-phosphate', 'phosphatase')",1
"('DNA', 'hybrids,3-deoxy-D-manno-octulosonate', '8-phosphate')",1
"('RNA-', 'DNA', 'hybrids,3-deoxy-D-manno-octulosonate')",1
"('anaerobic', 'DMSO', 'reductase')",1
"('DMSO', 'reductase', 'chain')",1
"('possibly', 'endonuclease', 'activity')",1
"('organisms', 'also', 'mRNA')",1
"('also', 'mRNA', 'maturation')",1
"('amide', 'C-N', 'hydrolases')",1
"('Oligopeptide', 'transport', 'system')",1
"('YopX', 'protein,4Fe-4S', 'binding')",1
"('protein', 'domain', 'protein')",1
"('PilT', 'protein', 'domain')",1
"('permease', 'protein', 'OppC')",1
"('PFAM', 'PilT', 'protein')",1
"('LTA', 'synthase', 'family')",1
"('perhaps', 'also', 'replication')",1
"('Male', 'sterility', 'protein')",1
"('Escherichia', 'coli', 'led')",1
"('Flotillin,4Fe-4S', 'single', 'cluster')",1
"('additional', 'domain', 'protein')",1
"('ligase', 'second', 'additional')",1
"('tRNA', 'ligase', 'second')",1
"('alanine', 'tRNA', 'ligase')",1
"('complex', 'confers', 'resistance')",1
"('tripartite', 'complex', 'confers')",1
"('MdtABC', 'tripartite', 'complex')",1
"('sigma', 'subunit', 'sigma24')",1
"('maintenance', 'system', 'antidote')",1
"('Uracil', 'DNA', 'glycosylase')",1
"('Possible', 'lysine', 'decarboxylase')",1
"('assembly', 'protein', 'RcpC/CpaB')",1
"('system', 'antidote', 'protein')",1
"('Hag', 'repeat', 'protein,4Fe-4S')",1
"('IDEAL', 'domain', 'protein')",1
"('DNA', 'helicase', 'activity,3')",1
"('hydrolase', 'family', 'protein')",1
"('amide', 'C-N', 'hydrolase')",1
"('transcriptional', 'regulator,37-kD', 'nucleoid-associated')",1
"('regulator,37-kD', 'nucleoid-associated', 'bacterial')",1
"('subunit', 'sigma24', 'homolog')",1
"('The', 'beta', 'subunit')",1
"('The', 'MdtABC', 'tripartite')",1
"('RNA', 'polymerase', 'activity,1-')",1
"('GalF', 'subunit', 'composes')",1
"('subunit', 'binding,3D', 'domain')",1
"('regulatory', 'subunit', 'binding,3D')",1
"('NOG33934', 'non', 'supervised')",1
"('COG', 'NOG33934', 'non')",1
"('MutE', 'EpiE', 'family')",1
"('Chemotaxis', 'phosphatase', 'CheX')",1
"('Activates', 'ribosomal', 'RNA')",1
"('ribosomal', 'RNA', 'transcription')",1
"('methyltransferase', 'TrmD', 'family')",1
"('RNA', 'methyltransferase', 'TrmD')",1
"('Copper', 'resistance', 'protein')",1
"('COG', 'COG3764', 'Sortase')",1
"('bacterial', 'periplasmic', 'transport')",1
"('transporter', 'permease', 'subunit')",1
"('N-terminal', 'transpeptidase', 'domain')",1
"('LlaJI', 'restriction', 'endonuclease')",1
"('TIGRFAM', 'phage', 'terminase')",1
"('nucleic', 'acid', 'binding,4Fe-4S')",1
"('acid', 'binding,4Fe-4S', 'single')",1
"('DNA', 'topological', 'change')",1
"('tRNA', 'guanylyltransferase', 'activity')",1
"('Glycerate', 'kinase', 'family')",1
"('regulatory', 'subunit', 'binding,4Fe-4S')",1
"('subunit', 'binding,4Fe-4S', 'single')",1
"('amino', 'acid', 'activation')",1
"('nonribosomal', 'peptide', 'biosynthetic')",1
"('peptide', 'biosynthetic', 'process')",1
"('Regulatory', 'protein', 'RecX')",1
"('Biotin', 'protein', 'ligase')",1
"('Carbohydrate', 'ABC', 'transporter')",1
"('NTF2-like', 'N-terminal', 'transpeptidase')",1
"('Abortive', 'infection', 'C-terminus')",1
"('protein', 'O,36-mer', 'N-terminal')",1
"('SPTR', 'ArsR-family', 'transcription')",1
"('queuosine', 'salvage,3D', 'domain')",1
"('Biofilm', 'PGA', 'synthesis')",1
"('PGA', 'synthesis', 'protein')",1
"('synthesis', 'protein', 'PgaD')",1
"('Cell', 'division', 'initiation')",1
"('division', 'initiation', 'protein')",1
"('mercury', 'ion', 'transmembrane')",1
"('Ankyrin', 'repeat', 'protein')",1
"('Phage', 'protein', 'Gp19/Gp15/Gp42,3D')",1
"('protein', 'Gp19/Gp15/Gp42,3D', 'domain')",1
"('ArsR-family', 'transcription', 'regulator')",1
"('germination', 'protein', 'YpeB')",1
"('cytosine-specific', 'DNA', 'methylase,23S')",1
"('DNA', 'methylase,23S', 'rRNA-intervening')",1
"('methylase,23S', 'rRNA-intervening', 'sequence')",1
"('COG', 'NOG27066', 'non')",1
"('NOG27066', 'non', 'supervised')",1
"('cytosine-specific', 'DNA', 'methylase,3D')",1
"('cellulose', '1,4-beta-cellobiosidase', ""activity,5'-3"")",1
"('signal', 'transduction', 'system')",1
"('Gar1/Naf1', 'RNA', 'binding')",1
"('RNA', 'binding', 'region')",1
"('Putative', 'metallopeptidase', 'domain')",1
"('COG', 'NOG31453', 'non')",1
"('NOG31453', 'non', 'supervised')",1
"('-methyltransferase', 'family,2-oxoacid', 'acceptor')",1
"('family,2-oxoacid', 'acceptor', 'oxidoreductase')",1
"('NAD-dependent', 'epimerase', 'dehydratase')",1
"('carbon', 'starvation', 'protein')",1
"('PFAM', 'NAD-dependent', 'epimerase')",1
"('starvation', 'protein', 'CstA')",1
"('containing', 'LysM', 'domain')",1
"('protein', 'containing', 'LysM')",1
"('dCMP', 'deaminase', 'zinc-binding')",1
"('phosphorelay', 'signal', 'transduction')",1
"('polysaccharide', 'metabolic', 'process')",1
"('COG0317', 'Guanosine', 'polyphosphate')",1
"('The', 'Asp', 'acts')",1
"(',Cell', 'Wall', 'Hydrolase')",1
"('COG2003', 'DNA', 'repair')",1
"('transposase', 'IS891', 'IS1136')",1
"('subfamily,4Fe-4S', 'single', 'cluster')",1
"('UvrD', 'subfamily,4Fe-4S', 'single')",1
"('Glycosyl', 'Hydrolase', 'Family')",1
"('Tyrosine', 'recombinase', 'XerD')",1
"('Guanosine', 'polyphosphate', 'pyrophosphohydrolases')",1
"('Flagellar', 'protein', 'YcgR')",1
"('neutral', 'zinc', 'metallopeptidase')",1
"('Phage', 'tail', ""protein,5'-3"")",1
"('damage', 'repair', 'enzymes')",1
"('polyphosphate', 'pyrophosphohydrolases', 'synthetases')",1
"('extracellular', 'polysaccharide', 'metabolic')",1
"('O,36-mer', 'N-terminal', 'peptide')",1
"('replication', 'protein', 'O,36-mer')",1
"('protection', 'ABC', 'transporter')",1
"('site,3D', 'domain', 'protein')",1
"(',Putative', 'phage', 'serine')",1
"('sigma', 'factor', 'activity,5')",1
"('regulatory', 'protein', 'DeoR')",1
"('PFAM', 'KWG', 'Leptospira')",1
"('KWG', 'Leptospira', 'repeat')",1
"('Leptospira', 'repeat', 'protein')",1
"('glycosyl', 'transferase', 'group')",1
"('Transcriptional', 'regulator,4Fe-4S', 'single')",1
"('regulator,4Fe-4S', 'single', 'cluster')",1
"('monophosphate', 'synthase', 'TENI')",1
"('GDSL-like', 'Lipase', 'Acylhydrolase')",1
"('PFAM', 'GDSL-like', 'Lipase')",1
"('Uncharacterised', 'conserved', 'protein')",1
"('beta-lactamase', 'domain', 'protein')",1
"('Retron-type', 'reverse', ""transcriptase,5'-3"")",1
"('GHMP', 'kinase', 'family')",1
"('phosphorylation', 'site,3D', 'domain')",1
"('ion', 'transmembrane', 'transporter')",1
"('component', 'phosphorylation', 'site,3D')",1
"('XkdF,3D', 'domain', 'protein')",1
"('protease', 'XkdF,3D', 'domain')",1
"('Sigma', 'factor', 'PP2C-like')",1
"('factor', 'PP2C-like', 'phosphatases')",1
"('serine', 'protease', 'XkdF,3D')",1
"('Sodium', 'bile', 'acid')",1
"('bile', 'acid', 'symporter')",1
"('Uncharacterized', 'protein', 'pXO2-11')",1
"('Glycyl-tRNA', 'synthetase', 'beta')",1
"('Anaerobic', 'ribonucleoside-triphosphate', 'reductase,5')",1
"('acid', 'symporter', 'family')",1
"('TIGRFAM', 'C_GCAxxG_C_C', 'family')",1
"('COG', 'COG3666', 'Transposase')",1
"('PFAM', 'MazG', 'nucleotide')",1
"(',phage', 'portal', 'protein')",1
"('phosphorylated', 'active-site', 'intermediate')",1
"('Alginate', 'O-acetyltransferase', 'AlgI')",1
"('beta', 'phosphate', 'via')",1
"('NDP', 'beta', 'phosphate')",1
"('driven', 'multidrug', 'efflux')",1
"('Endoplasmic', 'reticulum-Golgi', 'intermediate')",1
"('multidrug', 'efflux', 'pump')",1
"('Transcription', 'termination', 'antitermination')",1
"('termination', 'antitermination', 'factor')",1
"('antitermination', 'factor', 'NusG')",1
"('PFAM', 'UBA', 'THIF-type')",1
"('UBA', 'THIF-type', 'NAD')",1
"('THIF-type', 'NAD', 'FAD')",1
"('NAD', 'FAD', 'binding')",1
"('FAD', 'binding', 'protein')",1
"('nuclear', 'ribonucleoprotein', 'Prp3')",1
"('small', 'nuclear', 'ribonucleoprotein')",1
"('protein', 'GntR', 'HTH')",1
"('regulatory', 'protein', 'GntR')",1
"('reticulum-Golgi', 'intermediate', 'compartment')",1
"('intermediate', 'compartment', 'protein')",1
"('phage', 'tail,3D', 'domain')",1
"('Phage', 'tail', 'assemb.y')",1
"('ATP', 'gamma', 'phosphate')",1
"('Bacterial', 'EndoU', 'nuclease')",1
"('D-glycero-beta-D-', 'manno-heptose', '1-phosphate')",1
"('yielding', 'ADP-D-glycero-beta-D-manno-', 'heptose')",1
"('binding', 'protein', 'family,4Fe-4S')",1
"('protein', 'family,4Fe-4S', 'single')",1
"('The', 'ATP', 'gamma')",1
"('photorepair', 'protein', 'PhrA')",1
"('tail', 'assemb.y', 'chaperone')",1
"('assemb.y', 'chaperone', 'protein')",1
"('ABC-type', 'molybdenum', 'transport')",1
"('molybdenum', 'transport', 'system')",1
"('ATPase', 'component', 'photorepair')",1
"('component', 'photorepair', 'protein')",1
"('Glycine', 'radical', 'enzyme')",1
"('CMP', 'dCMP', 'deaminase')",1
"('PFAM', 'CMP', 'dCMP')",1
"('Terminase', 'small', ""subunit,3'-to-5"")",1
"('destabilize', 'FtsZ', 'filaments')",1
"('plasmid-related', 'protein', 'TIGR03299,4')",1
"('protein', 'LysE', 'YggA')",1
"('periplasmic', 'transport', 'system')",1
"('PFAM', 'Restriction', 'endonuclease')",1
"('exporter', 'protein', 'LysE')",1
"('Lysine', 'exporter', 'protein')",1
"('tetrapyrrole', 'methyltransferase', 'domain')",1
"('containing', 'tetrapyrrole', 'methyltransferase')",1
"('Protein', 'containing', 'tetrapyrrole')",1
"('COG3956', 'Protein', 'containing')",1
"('Restriction', 'endonuclease', 'BamHI')",1
"('COG', 'COG1951', 'Tartrate')",1
"('COG1951', 'Tartrate', 'dehydratase')",1
"('Tartrate', 'dehydratase', 'alpha')",1
"('CRISPR-associated', 'protein', 'Cse2')",1
"(',nuclear', 'chromosome', 'segregation')",1
"('Bacteriophage', 'translational', 'regulator')",1
"('Nicotinamide', 'mononucleotide', 'transporter')",1
"('kinase', 'homologues.,23S', 'rRNA-intervening')",1
"('homologues.,23S', 'rRNA-intervening', 'sequence')",1
"('PFAM', 'EamA-like', 'transporter')",1
"('Multidrug', 'Resistance', 'protein')",1
"('Spore', 'germination', 'protein')",1
"('Cell', 'envelope-like', 'function')",1
"('cleavage,4Fe-4S', 'single', 'cluster')",1
"('envelope-like', 'function', 'transcriptional')",1
"('common', 'domain', 'protein')",1
"('-methyltransferase', 'activity,3D', 'domain')",1
"('COG', 'COG0494', 'NTP')",1
"('autocatalytic', 'cleavage,4Fe-4S', 'single')",1
"('Bacterial', 'TniB', 'protein')",1
"('protein', 'TIGR03299,4', 'iron')",1
"('UDP-glucose/GDP-mannose', 'dehydrogenase', 'family')",1
"('dehydratase', 'alpha', 'subunit')",1
"('alpha', 'subunit', 'Fumarate')",1
"('subunit', 'Fumarate', 'hydratase')",1
"('Fumarate', 'hydratase', 'class')",1
"('COG1122', 'ABC-type', 'cobalt')",1
"('COGs', 'COG1122', 'ABC-type')",1
"('Membrane-anchored', 'ion', 'channel')",1
"('nucleoside', 'diphosphate', 'derivatives')",1
"('protein', 'domain', 'associated')",1
"('Transposase', 'IS116', 'IS110')",1
"('sfmACDHF', 'fimbrial', 'operon')",1
"('PFAM', 'Transposase', 'IS116')",1
"('PFAM', 'PrkA', 'AAA')",1
"('specific', 'environmental', 'niches')",1
"('eukaryotic', 'T24', 'bladder')",1
"('T24', 'bladder', 'epithelial')",1
"('bladder', 'epithelial', 'cells')",1
"('mRNA', 'interferase', 'antitoxin')",1
"('Lantibiotic', 'protection', 'ABC')",1
"('ABC-type', 'cobalt', 'transport')",1
"('cobalt', 'transport', 'system')",1
"('Phosphoadenosine', 'phosphosulfate', 'reductase,4Fe-4S')",1
"('inner', 'membrane', 'transporter')",1
"('PFAM', 'Cold-shock', 'protein')",1
"('CobW', 'P47K', 'family')",1
"('III', 'alpha', ""subunit,3'-5"")",1
"('P47K', 'family', 'protein')",1
"('affects', 'chemotactic', 'events')",1
"('DDE', 'domain', 'group')",1
"('membrane', 'transporter', 'YedA')",1
"('phosphosulfate', 'reductase,4Fe-4S', 'iron')",1
"('PurU', 'via', 'hydrolysis')",1
"('transporter', 'complex', 'FbpABC')",1
"('complex', 'FbpABC', 'involved')",1
"('novo', 'purine', 'biosynthesis')",1
"('reductase,4Fe-4S', 'iron', 'sulfur')",1
"('conserved', 'C-terminal', ""domain,3'-to-5"")",1
"('Guanylate', 'kinase', 'homologues.,23S')",1
"('COG0494', 'NTP', 'pyrophosphohydrolases')",1
"('NTP', 'pyrophosphohydrolases', 'including')",1
"('snoRNA', ""3'-end"", 'processing')",1
"('Putative', 'Actinobacterial', 'Holin-X')",1
"('reductant,4Fe-4S', 'single', 'cluster')",1
"('including', 'oxidative', 'damage')",1
"('pyrophosphohydrolases', 'including', 'oxidative')",1
"('COG1651', 'Protein-disulfide', 'isomerase')",1
"(',Zinc', 'ribbon', 'domain')",1
"('molecular', 'chaperone', 'DnaJ')",1
"('gp45', 'sliding', 'clamp')",1
"('Chitinase', 'class', 'I,5')",1
"('Methyltransferase', 'small', 'domain')",1
"('prohead', 'serine', 'protease,3')",1
"('Ecs3508', 'SWALL', 'Q8X976')",1
"('DnaD', 'domain', ""protein,3'-to-5"")",1
"('lambda', 'gpK,36-mer', 'N-terminal')",1
